,股票代码,股票简称,关注,最新价
2682,SZ000813,德展健康,3,2.82
2683,SH605123,派克新材,3,66.72
2684,SZ003006,百亚股份,3,17.46
2685,SZ301018,申菱环境,3,22.76
2686,SH600210,紫江企业,3,5.63
2687,SH605108,同庆楼,3,32.63
2688,SH600330,天通股份,3,7.65
2689,SH605020,永和股份,3,26.41
2690,SH600933,爱柯迪,3,18.79
2691,SH688133,泰坦科技,3,28.85
2692,SH600648,外高桥,3,9.02
2693,SZ301322,绿通科技,3,32.2
2694,SH600675,中华企业,3,2.74
2695,SZ300067,安诺其,3,4.16
2696,SZ000581,威孚高科,3,17.75
2697,SZ301330,熵基科技,3,24.98
2698,SZ301287,康力源,3,28.58
2699,SZ301206,三元生物,3,26.19
2700,SZ301266,宇邦新材,3,39.88
2701,SH688518,联赢激光,3,15.05
2702,SZ000530,冰山冷热,3,4.3
2703,SH688563,航材股份,3,55.24
2704,SH688305,科德数控,3,79.88
2705,SZ002880,卫光生物,3,27.82
2706,SH600078,ST澄星,3,6.89
2707,SZ002758,浙农股份,3,9.44
2708,SZ002449,国星光电,3,7.03
2709,SZ300452,山河药辅,3,12.78
2710,SZ000552,甘肃能化,3,3.16
2711,SZ000570,苏常柴A,3,5.48
2712,SZ002665,首航高科,3,2.08
2713,SZ002675,东诚药业,3,13.18
2714,SZ001318,阳光乳业,3,11.84
2715,SH688218,江苏北人,3,18.11
2716,SZ002984,森麒麟,3,32.18
2717,SZ300505,川金诺,3,12.56
2718,SZ300256,星星科技,3,2.17
2719,SH603551,奥普家居,3,10.71
2720,SZ301126,达嘉维康,3,9.18
2721,SH603018,华设集团,3,7.94
2722,SZ000960,锡业股份,3,17.05
2723,SZ301042,安联锐视,3,31.96
2724,SH600874,创业环保,3,5.93
2725,SH600681,百川能源,3,3.86
2726,SZ301155,海力风电,3,44.12
2727,SZ000797,中国武夷,3,2.5
2728,SH603081,大丰实业,3,10.12
2729,SH688003,天准科技,3,36.01
2730,SH688082,盛美上海,3,79.02
2731,SZ300046,台基股份,3,11.62
2732,SZ300056,中创环保,3,10.01
2733,SZ301156,美农生物,3,15.09
2734,SH688049,炬芯科技,3,26.02
2735,SZ301268,铭利达,3,21.43
2736,SH900903,大众B股,3,0.197
2737,SZ002691,冀凯股份,3,6.58
2738,SZ002420,毅昌科技,3,4.93
2739,SZ300683,海特生物,3,24.79
2740,SH688665,四方光电,3,53.03
2741,SZ002646,天佑德酒,3,10.5
2742,SZ002413,雷科防务,3,4.38
2743,SH688222,成都先导,3,12.45
2744,SZ300640,德艺文创,3,4.83
2745,SH600052,东望时代,3,4.03
2746,SZ300755,华致酒行,3,16.95
2747,SZ300447,全信股份,3,11.54
2748,SH600032,浙江新能,3,7.27
2749,SZ300662,科锐国际,3,19.72
2750,SH688660,电气风电,3,3.63
2751,SZ300863,卡倍亿,3,39.04
2752,SH603706,东方环宇,3,14.1
2753,SZ002799,环球印务,3,7.44
2754,SH688262,国芯科技,3,18.73
2755,SZ002566,益盛药业,3,7.0
2756,SZ300531,优博讯,3,10.55
2757,SZ002210,飞马国际,3,1.7
2758,SH601139,深圳燃气,3,7.81
2759,SH603755,日辰股份,3,22.4
2760,SZ002364,中恒电气,3,5.95
2761,SZ300984,金沃股份,3,21.61
2762,BJ836077,吉林碳谷,3,12.68
2763,SH600231,凌钢股份,3,1.79
2764,BJ832149,利尔达,3,4.81
2765,SH600359,新农开发,3,6.45
2766,SZ002041,登海种业,3,9.66
2767,BJ834415,恒拓开源,3,7.13
2768,SH601778,晶科科技,3,3.08
2769,SZ002063,远光软件,3,5.13
2770,SZ003023,彩虹集团,3,16.3
2771,SH600230,沧州大化,3,11.18
2772,SH600313,农发种业,3,6.79
2773,SH605199,葫芦娃,3,11.68
2774,SZ002111,威海广泰,3,10.07
2775,SZ000883,湖北能源,3,5.64
2776,SH600521,华海药业,3,14.85
2777,SZ002092,中泰化学,3,4.68
2778,SZ000955,欣龙控股,3,5.17
2779,SH600300,维维股份,3,2.81
2780,SH600149,廊坊发展,3,4.48
2781,SH605089,味知香,3,28.83
2782,SZ000670,盈方微,3,5.27
2783,SZ301027,华蓝集团,3,8.76
2784,SH605158,华达新材,3,7.96
2785,SH603214,爱婴室,3,13.4
2786,SZ002164,宁波东力,3,4.74
2787,SZ002543,万和电气,3,10.42
2788,SH688292,浩瀚深度,3,18.83
2789,SZ000078,海王生物,3,2.34
2790,SZ002500,山西证券,3,4.85
2791,SZ002967,广电计量,3,14.47
2792,SZ002383,合众思壮,3,6.82
2793,SH688221,前沿生物-U,3,6.48
2794,SH688334,西高院,3,15.03
2795,SZ300559,佳发教育,3,11.6
2796,SZ002629,仁智股份,3,2.8
2797,SH603366,日出东方,3,5.29
2798,SH603306,华懋科技,3,21.18
2799,SZ300117,嘉寓股份,3,1.36
2800,SZ301371,敷尔佳,3,31.36
2801,SZ300077,国民技术,3,9.29
2802,SH688575,亚辉龙,3,23.41
2803,SH600740,山西焦化,3,5.17
2804,SZ300271,华宇软件,3,6.18
2805,SZ301362,民爆光电,3,34.59
2806,SH600854,春兰股份,3,4.7
2807,BJ839167,同享科技,3,17.1
2808,SH688311,盟升电子,3,25.51
2809,SZ300559,佳发教育,3,11.6
2810,SZ002500,山西证券,3,4.85
2811,SZ002967,广电计量,3,14.47
2812,SH688334,西高院,3,15.03
2813,SH688292,浩瀚深度,3,18.83
2814,SZ002383,合众思壮,3,6.82
2815,SZ002164,宁波东力,3,4.74
2816,SZ002543,万和电气,3,10.42
2817,SH603366,日出东方,3,5.29
2818,SH603214,爱婴室,3,13.4
2819,SH688387,信科移动-U,3,6.17
2820,SH603306,华懋科技,3,21.18
2821,SZ300117,嘉寓股份,3,1.36
2822,SZ300129,泰胜风能,3,7.7
2823,SZ002629,仁智股份,3,2.8
2824,SH688377,迪威尔,3,18.72
2825,SH688221,前沿生物-U,3,6.48
2826,SH603269,海鸥股份,3,12.35
2827,SH688716,中研股份,3,26.89
2828,SZ002309,ST中利,3,1.91
2829,SZ002312,川发龙蟒,3,7.04
2830,SZ300732,设研院,3,7.07
2831,SZ300973,立高食品,3,30.81
2832,SZ300931,通用电梯,3,7.3
2833,SZ002537,海联金汇,3,5.15
2834,SH603618,杭电股份,3,5.07
2835,SZ000078,海王生物,3,2.34
2836,SZ002297,博云新材,3,6.58
2837,BJ831010,凯添燃气,3,4.36
2838,SZ300920,润阳科技,3,15.33
2839,SH603787,新日股份,3,11.84
2840,SZ300792,壹网壹创,3,17.52
2841,SH603707,健友股份,3,12.72
2842,SZ300771,智莱科技,3,9.09
2843,SZ002550,千红制药,3,4.79
2844,SZ002268,电科网安,3,18.08
2845,SZ300948,冠中生态,3,10.36
2846,SH600467,好当家,3,2.07
2847,SZ002079,苏州固锝,3,9.18
2848,SZ002065,东华软件,3,5.19
2849,SH605358,立昂微,3,20.46
2850,SH601686,友发集团,3,6.51
2851,SH603105,芯能科技,3,8.94
2852,SZ301309,万得凯,3,24.72
2853,SZ300061,旗天科技,3,3.95
2854,BJ836826,盖世食品,3,8.49
2855,SH603063,禾望电气,3,21.14
2856,SZ000404,长虹华意,3,7.38
2857,SZ301358,湖南裕能,3,36.48
2858,SH601966,玲珑轮胎,3,21.63
2859,SZ300106,西部牧业,3,7.08
2860,SH600805,悦达投资,3,4.41
2861,SZ301212,联盛化学,3,21.75
2862,SZ000593,德龙汇能,3,5.69
2863,SZ000559,万向钱潮,3,5.15
2864,SZ000768,中航西飞,3,20.06
2865,SZ301233,盛帮股份,3,36.27
2866,SH600961,株冶集团,3,11.95
2867,SZ301060,兰卫医学,3,10.44
2868,SZ301047,义翘神州,3,68.78
2869,SH600918,中泰证券,3,6.18
2870,SH600844,丹化科技,3,2.99
2871,SZ000665,湖北广电,3,3.98
2872,SH688072,拓荆科技,3,171.0
2873,SH600986,浙文互联,3,5.45
2874,SZ000631,顺发恒业,3,2.86
2875,SH605001,威奥股份,3,5.63
2876,SZ000968,蓝焰控股,3,7.03
2877,SH600128,苏豪弘业,3,8.56
2878,SZ000981,山子高科,3,1.48
2879,SH688459,哈铁科技,3,9.16
2880,SH688577,浙海德曼,3,62.4
2881,SH603255,鼎际得,3,34.4
2882,SH688581,安杰思,3,69.27
2883,SZ002977,天箭科技,3,26.21
2884,SH603387,基蛋生物,3,8.9
2885,SZ300095,华伍股份,3,6.66
2886,SZ002985,北摩高科,3,26.34
2887,SZ300553,集智股份,3,27.33
2888,SZ300560,中富通,3,13.76
2889,SZ002506,协鑫集成,3,2.46
2890,SZ001367,海森药业,3,33.34
2891,SH600097,开创国际,3,9.39
2892,SZ002951,*ST金时,3,6.78
2893,SZ002647,仁东控股,3,4.51
2894,SZ300245,天玑科技,3,5.85
2895,SH600611,大众交通,3,2.88
2896,SH600011,华能国际,3,10.1
2897,SZ300888,稳健医疗,3,33.29
2898,SH688295,中复神鹰,3,25.62
2899,SZ002394,联发股份,3,7.63
2900,SZ002193,如意集团,3,4.36
2901,SH601198,东兴证券,3,7.75
2902,SH603895,天永智能,3,19.5
2903,SZ300666,江丰电子,3,43.43
2904,SZ300785,值得买,3,19.03
2905,SZ300496,中科创达,3,46.9
2906,SZ002802,洪汇新材,3,9.75
2907,BJ872190,雷神科技,3,15.48
2908,SZ300511,雪榕生物,3,3.82
2909,SH603231,索宝蛋白,3,20.19
2910,SZ002635,安洁科技,3,13.51
2911,SH688695,中创股份,3,38.8
2912,SH603669,灵康药业,3,3.88
2913,SZ300465,高伟达,3,7.56
2914,SH600094,大名城,3,3.84
2915,SH688205,德科立,3,41.31
2916,SH601212,白银有色,3,3.57
2917,SZ300516,久之洋,3,25.71
2918,SZ002483,润邦股份,3,4.79
2919,SH601002,晋亿实业,3,3.83
2920,SZ001359,平安电工,3,27.06
2921,SH688349,三一重能,3,27.5
2922,SZ002702,海欣食品,3,4.92
2923,SZ300907,康平科技,3,16.72
2924,SZ300525,博思软件,3,12.6
2925,SH603725,天安新材,3,10.09
2926,SZ300993,玉马遮阳,3,12.49
2927,SZ002325,洪涛股份,3,1.58
2928,SZ300777,中简科技,3,25.21
2929,SH603165,荣晟环保,3,11.21
2930,SZ003001,中岩大地,3,14.03
2931,SH601666,平煤股份,3,13.69
2932,SH600117,*ST西钢,3,2.75
2933,SZ000881,中广核技,3,6.95
2934,SH600233,圆通速递,3,16.2
2935,SH600166,福田汽车,3,2.71
2936,SH600868,梅雁吉祥,3,2.4
2937,SH603176,汇通集团,3,4.77
2938,SH688171,纬德信息,3,15.55
2939,SZ301020,密封科技,3,18.2
2940,SZ301112,信邦智能,3,22.8
2941,SH603039,泛微网络,3,35.38
2942,SH600970,中材国际,3,11.65
2943,SZ000930,中粮科技,3,6.0
2944,SZ301024,霍普股份,3,23.86
2945,SZ000926,福星股份,3,3.26
2946,SH603136,天目湖,3,21.91
2947,SZ000953,河化股份,3,3.75
2948,SH603588,高能环境,3,6.32
2949,SH603095,越剑智能,3,17.49
2950,SH605599,菜百股份,3,15.88
2951,SZ000554,泰山石油,3,5.87
2952,SZ301327,华宝新能,3,55.8
2953,SH600739,辽宁成大,3,9.91
2954,SH601727,上海电气,3,4.34
2955,SZ000800,一汽解放,3,8.95
2956,SZ000537,中绿电,3,9.48
2957,BJ835579,机科股份,3,15.75
2958,SZ002963,豪尔赛,3,11.13
2959,SZ001696,宗申动力,3,8.85
2960,SZ000059,华锦股份,3,6.09
2961,SZ002801,微光股份,3,21.8
2962,SZ002971,和远气体,3,28.32
2963,SZ000573,粤宏远A,3,2.81
2964,SH688590,新致软件,3,15.92
2965,SZ300011,鼎汉技术,3,5.88
2966,SZ000582,北部湾港,3,8.24
2967,SH688776,国光电气,3,58.02
2968,SH603856,东宏股份,3,10.3
2969,SZ002973,侨银股份,3,10.31
2970,SH688316,青云科技-U,3,34.29
2971,SZ000006,深振业A,3,3.68
2972,SH603861,白云电器,3,8.21
2973,SH603239,浙江仙通,3,15.19
2974,SZ002152,广电运通,3,11.73
2975,SZ002790,瑞尔特,3,11.84
2976,SH603693,江苏新能,3,10.64
2977,SZ300375,鹏翎股份,3,4.36
2978,SH601098,中南传媒,3,12.65
2979,SZ001259,利仁科技,3,24.98
2980,SH688301,奕瑞科技,3,203.6
2981,SZ002649,博彦科技,3,9.85
2982,SZ300446,航天智造,3,14.29
2983,SH603217,元利科技,3,16.01
2984,SZ002498,汉缆股份,3,3.8
2985,SZ300653,正海生物,3,22.85
2986,SZ002513,蓝丰生化,3,4.42
2987,SH900905,老凤祥B,3,4.085
2988,SZ300840,酷特智能,3,14.72
2989,SZ002133,广宇集团,3,2.66
2990,SZ300813,泰林生物,3,17.62
2991,SH603776,永安行,3,10.76
2992,SZ000088,盐田港,3,4.86
2993,SZ300655,晶瑞电材,3,7.31
2994,SZ300284,苏交科,3,6.32
2995,SZ002608,江苏国信,3,8.39
2996,SH688498,源杰科技,3,125.01
2997,BJ835185,贝特瑞,3,19.91
2998,SZ300237,美晨生态,3,1.32
2999,SZ300469,信息发展,3,15.13
3000,SZ002825,纳尔股份,3,7.11
3001,SZ300327,中颖电子,3,20.35
3002,SH603238,诺邦股份,3,11.32
3003,SH688466,金科环境,3,12.82
3004,SH688484,南芯科技,3,28.93
3005,SZ300443,金雷股份,3,20.58
3006,SZ300619,金银河,3,43.0
3007,SH688502,茂莱光学,3,96.16
3008,SH601010,文峰股份,3,2.17
3009,SZ300870,欧陆通,3,41.74
3010,SH600548,深高速,3,10.39
3011,SH600549,厦门钨业,3,21.3
3012,SH605376,博迁新材,3,22.86
3013,SH600573,惠泉啤酒,3,9.11
3014,SH601882,海天精工,3,28.72
3015,SH600396,*ST金山,3,2.6
3016,SH600836,上海易连,3,2.64
3017,SH600829,人民同泰,3,6.54
3018,SZ300043,星辉娱乐,3,2.84
3019,SZ300181,佐力药业,3,12.89
3020,SZ301248,杰创智能,3,13.43
3021,SH600728,佳都科技,3,4.82
3022,SZ301149,隆华新材,3,11.2
3023,SZ000728,国元证券,3,6.36
3024,SH600755,厦门国贸,3,7.38
3025,SH603501,韦尔股份,3,95.03
3026,SZ301195,北路智控,3,37.91
3027,SH688118,普元信息,3,16.32
3028,SH603109,神驰机电,3,15.8
3029,SH688176,亚虹医药-U,3,6.37
3030,SH688062,迈威生物-U,3,33.15
3031,SH605186,健麾信息,3,37.98
3032,SH688131,皓元医药,3,32.17
3033,SH603159,上海亚虹,3,13.94
3034,SH603111,康尼机电,3,5.86
3035,SH600744,华银电力,3,3.5
3036,SZ000757,浩物股份,3,3.53
3037,SH688157,松井股份,3,34.21
3038,SH600917,重庆燃气,3,6.53
3039,SH600333,长春燃气,3,4.29
3040,SZ000850,华茂股份,3,3.59
3041,BJ833523,德瑞锂电,3,12.42
3042,SZ002057,中钢天源,3,7.43
3043,SH600225,卓朗科技,3,2.71
3044,SZ003000,劲仔食品,3,15.56
3045,SZ000923,河钢资源,3,18.71
3046,SZ000859,国风新材,3,4.1
3047,SH600320,振华重工,3,3.6
3048,SZ301567,贝隆精密,3,45.53
3049,SH600643,爱建集团,3,4.24
3050,SZ300298,三诺生物,3,21.34
3051,SZ300203,聚光科技,3,12.47
3052,SZ002923,润都股份,3,10.35
3053,SH603578,三星新材,3,13.73
3054,SZ001333,光华股份,3,19.22
3055,BJ832876,慧为智能,3,9.31
3056,SZ301533,威马农机,3,31.11
3057,SZ300294,博雅生物,3,29.98
3058,SZ002692,远程股份,3,4.13
3059,SZ301389,隆扬电子,3,13.86
3060,SZ300153,科泰电源,3,6.25
3061,SZ002946,新乳业,3,10.17
3062,SZ002621,美吉姆,3,1.87
3063,SZ300659,中孚信息,3,15.53
3064,SH603859,能科科技,3,38.18
3065,SH603687,大胜达,3,11.25
3066,SZ002165,红宝丽,3,3.6
3067,SH601038,一拖股份,3,17.37
3068,SZ300633,开立医疗,3,36.6
3069,SH601388,怡球资源,3,3.02
3070,SZ300756,金马游乐,3,14.07
3071,SH603233,大参林,3,20.85
3072,SZ002585,双星新材,3,6.36
3073,SZ300482,万孚生物,3,23.92
3074,SH688800,瑞可达,3,27.94
3075,SZ300248,新开普,3,7.33
3076,SZ002900,哈三联,3,9.84
3077,SH600063,皖维高新,3,4.14
3078,SZ002494,华斯股份,3,3.9
3079,SZ300670,大烨智能,3,5.36
3080,SZ300910,瑞丰新材,3,37.07
3081,SZ002481,双塔食品,3,4.03
3082,SZ002557,洽洽食品,3,34.32
3083,SZ300249,依米康,3,6.83
3084,SH603936,博敏电子,3,7.69
3085,SH603979,金诚信,3,54.9
3086,SZ200550,江铃B,3,8.87
3087,SH601011,宝泰隆,3,2.68
3088,SZ002158,汉钟精机,3,20.0
3089,SH601128,常熟银行,3,7.28
3090,SZ002598,山东章鼓,3,8.61
3091,SZ300884,狄耐克,3,9.35
3092,SH688676,金盘科技,3,46.59
3093,SZ300852,四会富仕,3,29.82
3094,SZ002159,三特索道,3,17.36
3095,SZ300825,阿尔特,3,11.82
3096,SZ002253,川大智胜,3,11.15
3097,BJ833171,国航远洋,2,4.08
3098,BJ838227,美登科技,2,21.72
3099,BJ832491,奥迪威,2,14.53
3100,BJ873806,云星宇,2,8.59
3101,BJ430300,辰光医疗,2,8.19
3102,BJ430047,诺思兰德,2,15.82
3103,BJ870299,灿能电力,2,7.0
3104,BJ871753,天纺标,2,33.25
3105,BJ834682,球冠电缆,2,7.64
3106,BJ833030,立方控股,2,8.99
3107,BJ835670,数字人,2,11.09
3108,BJ871396,常辅股份,2,11.03
3109,BJ430685,新芝生物,2,9.42
3110,BJ837592,华信永道,2,13.91
3111,BJ836433,大唐药业,2,4.76
3112,BJ833781,瑞奇智造,2,4.75
3113,BJ836419,万德股份,2,7.87
3114,BJ832662,方盛股份,2,12.4
3115,BJ831906,舜宇精工,2,13.88
3116,BJ873703,广厦环能,2,25.1
3117,BJ831396,许昌智能,2,5.75
3118,BJ832317,观典防务,2,21.88
3119,BJ839790,联迪信息,2,8.06
3120,BJ832566,梓橦宫,2,8.03
3121,BJ836395,朗鸿科技,2,10.33
3122,BJ835985,海泰新能,2,5.62
3123,BJ872541,铁大科技,2,5.61
3124,BJ832786,骑士乳业,2,5.65
3125,BJ831641,格利尔,2,7.53
3126,BJ873833,美心翼申,2,9.49
3127,BJ836717,瑞星股份,2,6.02
3128,SH688151,华强科技,0,14.58
3129,SZ300214,日科化学,0,5.55
3130,SZ200512,闽灿坤B,0,3.12
3131,SZ000838,财信发展,0,3.27
3132,SZ002064,华峰化学,0,7.65
3133,BJ832145,恒合股份,0,5.38
3134,SZ002012,凯恩股份,0,4.32
3135,SH605266,健之佳,0,45.81
3136,SZ002091,江苏国泰,0,7.81
3137,SZ002016,世荣兆业,0,5.13
3138,SZ002025,航天电器,0,36.82
3139,SZ003031,中瓷电子,0,64.38
3140,BJ870436,大地电气,0,10.2
3141,BJ837092,汉鑫科技,0,24.1
3142,SH600358,国旅联合,0,4.04
3143,SH601838,成都银行,0,13.73
3144,BJ430017,星昊医药,0,11.41
3145,SH600366,宁波韵升,0,6.42
3146,SH600539,狮头股份,0,4.92
3147,SH605398,新炬网络,0,21.82
3148,SH600405,动力源,0,4.32
3149,SZ002074,国轩高科,0,19.53
3150,SH600400,红豆股份,0,2.83
3151,SZ002066,瑞泰科技,0,9.25
3152,SH600435,北方导航,0,8.48
3153,SH601825,沪农商行,0,6.85
3154,SH600562,国睿科技,0,13.04
3155,SH600568,ST中珠,0,1.32
3156,SH600510,黑牡丹,0,4.87
3157,SH600516,方大炭素,0,5.0
3158,SZ002129,TCL中环,0,11.01
3159,SH601677,明泰铝业,0,11.98
3160,SH600518,ST康美,0,2.09
3161,SH600273,嘉化能源,0,7.88
3162,SH600279,重庆港,0,4.33
3163,SH600339,中油工程,0,3.35
3164,SH605287,德才股份,0,13.17
3165,SH688251,井松智能,0,19.98
3166,SZ200017,深中华B,0,2.06
3167,SH900924,上工B股,0,0.329
3168,SH900904,神奇B股,0,0.644
3169,SH900952,锦港B股,0,0.182
3170,SH605338,巴比食品,0,16.4
3171,BJ430090,同辉信息,0,3.19
3172,BJ835892,中科美菱,0,8.88
3173,BJ872895,花溪科技,0,8.98
3174,SH600493,凤竹纺织,0,5.94
3175,SH601798,蓝科高新,0,6.78
3176,SH600505,西昌电力,0,8.36
3177,SH600538,国发股份,0,5.19
3178,SH600558,大西洋,0,4.11
3179,SH600543,*ST莫高,0,5.84
3180,SH601886,江河集团,0,5.89
3181,SH689009,九号公司-WD,0,27.8
3182,SH601880,辽港股份,0,1.41
3183,SH900941,东信B股,0,0.334
3184,BJ836263,中航泰达,0,6.24
3185,BJ833873,中设咨询,0,3.12
3186,BJ839792,东和新材,0,6.21
3187,BJ872392,佳合科技,0,9.54
3188,BJ836208,青矩技术,0,35.89
3189,BJ838171,邦德股份,0,11.62
3190,SH603182,嘉华股份,0,11.48
3191,SH688511,天微电子,0,21.73
3192,BJ838262,太湖雪,0,12.46
3193,SZ003036,泰坦股份,0,9.6
3194,SH688119,中钢洛耐,0,3.91
3195,SH688128,中国电研,0,17.87
3196,SZ000959,首钢股份,0,3.38
3197,SH688137,近岸蛋白,0,34.56
3198,SH600131,国网信通,0,17.92
3199,SZ301019,宁波色母,0,19.56
3200,SZ000959,首钢股份,0,3.38
3201,SH688137,近岸蛋白,0,34.56
3202,SH601568,北元集团,0,4.45
3203,BJ871694,中裕科技,0,16.09
3204,SH600163,中闽能源,0,4.44
3205,SH600112,ST天成,0,2.12
3206,SH600328,中盐化工,0,8.11
3207,SZ003043,华亚智能,0,36.38
3208,SH600126,杭钢股份,0,5.1
3209,BJ833509,同惠电子,0,7.15
3210,SZ000816,智慧农业,0,2.66
3211,SH600201,生物股份,0,8.96
3212,SZ003041,真爱美家,0,12.96
3213,SH600284,浦东建设,0,5.82
3214,SH601616,广电电气,0,2.99
3215,BJ838262,太湖雪,0,12.46
3216,SH600281,华阳新材,0,3.84
3217,SZ003029,吉大正元,0,19.95
3218,SH600190,锦州港,0,2.58
3219,SH600171,上海贝岭,0,12.03
3220,BJ430017,星昊医药,0,11.41
3221,SZ000659,珠海中富,0,1.93
3222,SZ000668,荣丰控股,0,8.19
3223,SH688060,云涌科技,0,31.1
3224,SH688106,金宏气体,0,18.32
3225,SH688077,大地熊,0,17.02
3226,SZ000619,海螺新材,0,5.18
3227,SZ000793,华闻集团,0,1.46
3228,SH688080,映翰通,0,32.94
3229,SZ000672,上峰水泥,0,7.4
3230,SZ301135,瑞德智能,0,20.7
3231,SZ000987,越秀资本,0,5.4
3232,SH600976,健民集团,0,54.17
3233,SH688139,海尔生物,0,31.13
3234,SZ301093,华兰股份,0,24.1
3235,SH600748,上实发展,0,3.0
3236,SH603056,德邦股份,0,16.01
3237,SZ301296,新巨丰,0,8.41
3238,SH600682,南京新百,0,5.74
3239,SH600760,中航沈飞,0,34.45
3240,SH600688,上海石化,0,2.84
3241,SH600766,*ST园城,0,15.29
3242,SH600713,南京医药,0,4.65
3243,SH600800,渤海化学,0,2.84
3244,SZ300098,高新兴,0,3.25
3245,SZ300286,安科瑞,0,19.15
3246,SZ002986,宇新股份,0,14.73
3247,SZ002935,天奥电子,0,16.47
3248,SZ300259,新天科技,0,3.33
3249,SZ300173,福能东方,0,4.11
3250,SH600734,ST实达,0,3.39
3251,SZ002839,张家港行,0,4.01
3252,SZ300035,中科电气,0,9.72
3253,SZ002911,佛燃能源,0,14.46
3254,SH603559,ST通脉,0,4.95
3255,SZ300039,上海凯宝,0,5.87
3256,SH600866,星湖科技,0,4.27
3257,SZ002863,今飞凯达,0,4.65
3258,SH600673,东阳光,0,8.97
3259,SH600851,海欣股份,0,5.56
3260,SZ300190,维尔利,0,3.35
3261,SH600693,东百集团,0,3.63
3262,SH600664,哈药股份,0,2.83
3263,SZ300187,永清环保,0,6.15
3264,SH600782,新钢股份,0,3.88
3265,SH688506,百利天恒-U,0,130.38
3266,SH688515,裕太微-U,0,72.29
3267,SZ300074,华平股份,0,4.07
3268,SZ300103,达刚控股,0,4.68
3269,SZ301265,华新环保,0,10.61
3270,SZ300208,青岛中程,0,4.03
3271,SH688401,路维光电,0,26.98
3272,SH688536,思瑞浦,0,90.22
3273,SZ300100,双林股份,0,8.87
3274,SZ301317,鑫磊股份,0,17.6
3275,SZ300119,瑞普生物,0,15.87
3276,SZ000566,海南海药,0,3.62
3277,SZ301345,涛涛车业,0,69.38
3278,SZ300010,*ST豆神,0,2.57
3279,SH688566,吉贝尔,0,23.87
3280,SZ301223,中荣股份,0,15.86
3281,SZ000407,胜利股份,0,3.32
3282,SZ000416,*ST民控,0,0.61
3283,SZ000547,航天发展,0,6.81
3284,SZ300175,朗源股份,0,5.03
3285,SZ002851,麦格米特,0,21.6
3286,SH600743,华远地产,0,1.23
3287,SZ300263,隆华科技,0,6.06
3288,SH603556,海兴电力,0,41.26
3289,SZ002909,集泰股份,0,5.83
3290,SZ300096,ST易联众,0,3.98
3291,BJ873576,天力复合,0,20.91
3292,SZ002918,蒙娜丽莎,0,10.57
3293,SZ300174,元力股份,0,16.66
3294,SZ002662,京威股份,0,3.28
3295,SZ002699,*ST美盛,0,0.64
3296,SZ300319,麦捷科技,0,7.76
3297,SZ002883,中设股份,0,9.61
3298,SH603213,镇洋发展,0,10.47
3299,SZ300132,青松股份,0,3.93
3300,SZ001322,箭牌家居,0,9.23
3301,SZ300239,东宝生物,0,5.1
3302,SZ301577,美信科技,0,50.09
3303,BJ836221,易实精密,0,14.1
3304,SH688200,华峰测控,0,104.4
3305,SZ300282,*ST三盛,0,1.43
3306,BJ430718,合肥高科,0,11.02
3307,SH688215,瑞晟智能,0,25.52
3308,SZ002937,兴瑞科技,0,20.03
3309,SZ300159,新研股份,0,2.0
3310,SZ300350,华鹏飞,0,4.96
3311,BJ838810,春光药装,0,7.15
3312,SH603609,禾丰股份,0,6.96
3313,SZ002819,东方中科,0,23.86
3314,SZ300352,北信源,0,4.19
3315,SH601996,丰林集团,0,2.26
3316,SZ300232,洲明科技,0,5.71
3317,SZ301525,儒竞科技,0,60.04
3318,BJ430139,华岭股份,0,10.54
3319,SH600601,方正科技,0,2.41
3320,SZ300493,润欣科技,0,6.71
3321,SH688398,赛特新材,0,30.31
3322,SZ300484,蓝海华腾,0,13.28
3323,SZ300180,华峰超纤,0,3.26
3324,SH688336,三生国健,0,22.02
3325,SZ300382,斯莱克,0,7.27
3326,SZ000026,飞亚达,0,10.84
3327,SZ300195,长荣股份,0,5.11
3328,SZ300241,瑞丰光电,0,3.74
3329,SH688435,英方软件,0,34.99
3330,SZ000525,ST红太阳,0,9.24
3331,BJ830779,武汉蓝电,0,27.71
3332,SZ300030,阳普医疗,0,4.86
3333,SZ002623,亚玛顿,0,21.31
3334,SH688517,金冠电气,0,11.91
3335,SH688368,晶丰明源,0,64.28
3336,SZ300176,派生科技,0,5.1
3337,SH688526,科前生物,0,18.15
3338,SZ000031,大悦城,0,2.5
3339,SZ002996,顺博合金,0,9.34
3340,SH603337,杰克股份,0,22.77
3341,BJ831768,拾比佰,0,4.84
3342,SH688369,致远互联,0,20.69
3343,SZ200726,鲁泰B,0,4.41
3344,SZ300310,宜通世纪,0,4.11
3345,SH600650,锦江在线,0,8.11
3346,SH688408,中信博,0,86.22
3347,SZ002998,优彩资源,0,7.08
3348,SZ002674,兴业科技,0,11.97
3349,SH688420,美腾科技,0,21.97
3350,SH600668,尖峰集团,0,8.94
3351,SH603375,盛景微,0,47.05
3352,SZ002930,宏川智慧,0,15.32
3353,SH688386,泛亚微透,0,31.36
3354,SZ300281,金明精机,0,4.69
3355,SZ300149,睿智医药,0,5.34
3356,SZ300344,立方数科,0,3.86
3357,BJ873305,九菱科技,0,18.2
3358,SZ000751,锌业股份,0,3.61
3359,SZ000909,ST数源,0,4.38
3360,BJ836675,秉扬科技,0,6.1
3361,BJ836720,吉冈精密,0,8.66
