,股票代码,股票简称,关注,最新价
1984,SH600159,大龙地产,6,2.62
1985,SZ000869,张裕A,6,24.4
1986,SZ000998,隆平高科,6,12.15
1987,SH605016,百龙创园,6,25.78
1988,SH688089,嘉必优,6,13.81
1989,SH688125,安达智能,6,28.22
1990,SZ301066,万事利,6,9.98
1991,SH603161,科华控股,6,14.45
1992,SH600906,财达证券,6,6.69
1993,SH600712,南宁百货,6,4.47
1994,SH600619,海立股份,6,5.64
1995,SZ300053,航宇微,6,10.25
1996,SZ301555,惠柏新材,6,31.3
1997,SH688549,中巨芯-U,6,6.25
1998,SH603085,天成自控,6,9.21
1999,SH688010,福光股份,6,17.36
2000,SZ301232,飞沃科技,6,41.22
2001,BJ830799,艾融软件,6,9.12
2002,SH600737,中粮糖业,6,10.3
2003,SZ002938,鹏鼎控股,6,21.99
2004,SZ300179,四方达,6,8.21
2005,SZ301428,世纪恒通,6,26.2
2006,SZ000025,特力A,6,17.3
2007,SH603589,口子窖,6,37.73
2008,SH688520,神州细胞-U,6,38.27
2009,SZ300027,华谊兄弟,6,2.07
2010,SH600061,国投资本,6,5.98
2011,SH900915,中路B股,6,0.63
2012,SZ002134,天津普林,6,7.95
2013,SH603206,嘉环科技,6,14.12
2014,SZ002191,劲嘉股份,6,4.43
2015,SZ300598,诚迈科技,6,38.24
2016,SZ002808,ST恒久,6,3.26
2017,SZ002669,康达新材,6,10.02
2018,BJ839725,惠丰钻石,6,14.5
2019,SZ002519,银河电子,6,4.94
2020,SZ002205,国统股份,6,7.71
2021,SH603887,城地香江,6,5.41
2022,SZ002530,金财互联,6,7.37
2023,SH603341,龙旗科技,6,48.1
2024,SZ300688,创业黑马,6,22.82
2025,SZ300811,铂科新材,6,58.06
2026,SZ002610,爱康科技,6,1.82
2027,SZ000050,深天马A,6,7.85
2028,BJ831526,凯华材料,6,16.89
2029,SH603722,阿科力,6,41.14
2030,SH600307,酒钢宏兴,5,1.4
2031,SH600222,太龙药业,5,5.66
2032,SZ002090,金智科技,5,9.24
2033,SH605007,五洲特纸,5,14.74
2034,SH600338,西藏珠峰,5,10.29
2035,SH601665,齐鲁银行,5,4.42
2036,SH600157,永泰能源,5,1.35
2037,SH688152,麒麟信安,5,40.56
2038,SH603048,浙江黎明,5,15.03
2039,SH688095,福昕软件,5,60.29
2040,SH600996,贵广网络,5,7.13
2041,SH600875,东方电气,5,16.62
2042,SH688516,奥特维,5,107.81
2043,SZ301370,国科恒泰,5,14.13
2044,SZ002979,雷赛智能,5,16.68
2045,SH600649,城投控股,5,3.35
2046,SH688565,力源科技,5,5.19
2047,SZ002805,丰元股份,5,17.21
2048,SZ300478,杭州高新,5,10.2
2049,SH688039,当虹科技,5,26.54
2050,SH688123,聚辰股份,5,51.58
2051,SH605066,天正电气,5,7.81
2052,SH601965,中国汽研,5,18.84
2053,SZ000791,甘肃能源,5,6.08
2054,SZ301148,嘉戎技术,5,22.92
2055,SZ301208,中亦科技,5,30.59
2056,SH600871,石化油服,5,1.95
2057,SZ301061,匠心家居,5,69.2
2058,SH600927,永安期货,5,12.93
2059,SH603909,建发合诚,5,9.69
2060,SZ300480,光力科技,5,15.88
2061,SZ002510,天汽模,5,4.03
2062,SZ002446,盛路通信,5,6.81
2063,SH601101,昊华能源,5,8.43
2064,SZ002679,福建金森,5,9.49
2065,SH603639,海利尔,5,15.45
2066,SZ300719,安达维尔,5,12.54
2067,SZ002478,常宝股份,5,6.61
2068,SH603800,道森股份,5,24.07
2069,SZ300681,英搏尔,5,15.35
2070,SH603630,拉芳家化,5,12.37
2071,SZ300435,中泰股份,5,13.34
2072,SH603876,鼎胜新材,5,11.22
2073,SH688385,复旦微电,5,28.67
2074,SH601233,桐昆股份,5,13.74
2075,SZ300716,泉为科技,5,8.78
2076,SZ002442,龙星化工,5,4.95
2077,SH603698,航天工程,5,12.83
2078,SZ200028,一致B,5,14.19
2079,SZ300900,广联航空,5,24.38
2080,SZ003022,联泓新科,5,16.65
2081,SZ000898,鞍钢股份,5,2.52
2082,SZ002100,天康生物,5,6.72
2083,SZ002112,三变科技,5,8.81
2084,SH600305,恒顺醋业,5,7.92
2085,SH603990,麦迪科技,5,10.01
2086,SZ300604,长川科技,5,27.79
2087,SZ300628,亿联网络,5,30.33
2088,SH688195,腾景科技,5,25.38
2089,SZ002715,登云股份,5,19.98
2090,SH603882,金域医学,5,45.5
2091,SH603305,旭升集团,5,13.06
2092,SZ002916,深南电路,5,96.8
2093,SZ300727,润禾材料,5,23.9
2094,SZ002378,章源钨业,5,6.98
2095,SH600064,南京高科,5,6.36
2096,SZ002533,金杯电工,5,10.35
2097,SZ001219,青岛食品,5,17.32
2098,SH600012,皖通高速,5,14.26
2099,SZ000301,东方盛虹,5,10.32
2100,SZ301413,安培龙,5,52.0
2101,SH603500,祥和实业,5,11.1
2102,SH603348,文灿股份,5,25.39
2103,SZ300134,大富科技,5,8.07
2104,SZ000035,中国天楹,5,4.28
2105,SZ300331,苏大维格,5,17.1
2106,SH603970,中农立华,5,17.56
2107,SZ300648,星云股份,5,20.28
2108,SZ300528,幸福蓝海,5,7.57
2109,SH600095,湘财股份,5,6.46
2110,SZ002234,民和股份,5,10.01
2111,SZ300540,蜀道装备,5,23.26
2112,SZ002385,大北农,5,4.59
2113,SZ002583,海能达,5,3.97
2114,SH601108,财通证券,5,7.14
2115,SH605336,帅丰电器,5,13.81
2116,SH600495,晋西车轴,5,3.83
2117,SH601878,浙商证券,5,9.79
2118,SH600545,卓郎智能,5,2.24
2119,SZ002122,汇洲智能,5,3.41
2120,BJ834033,康普化学,5,34.9
2121,BJ831961,创远信科,5,10.76
2122,SH600820,隧道股份,5,6.51
2123,SH688005,容百科技,5,32.55
2124,SH600901,江苏金租,5,5.16
2125,SH603137,恒尚节能,5,16.3
2126,SH688117,圣诺生物,5,28.32
2127,SH688428,诺诚健华-U,5,8.4
2128,SZ300012,华测检测,5,11.54
2129,SZ301429,森泰股份,5,14.31
2130,SZ300109,新开源,5,20.33
2131,SZ301528,多浦乐,5,49.54
2132,SH600794,保税科技,5,3.78
2133,SH603065,宿迁联盛,5,10.24
2134,SZ300085,银之杰,5,10.19
2135,SH600547,山东黄金,5,33.11
2136,SZ002023,海特高新,5,9.31
2137,SZ301116,益客食品,5,9.57
2138,SZ300065,海兰信,5,7.14
2139,SH600758,辽宁能源,5,3.37
2140,SH600707,彩虹股份,5,7.83
2141,SZ002917,金奥博,5,8.28
2142,SH600722,金牛化工,5,4.44
2143,SH603002,宏昌电子,5,5.22
2144,SH600704,物产中大,5,4.58
2145,SZ301222,浙江恒威,5,23.13
2146,SZ301459,丰茂股份,5,38.0
2147,SH688317,之江生物,5,15.33
2148,SZ300140,节能环境,5,6.62
2149,SH600623,华谊集团,5,6.73
2150,SZ002975,博杰股份,5,31.23
2151,SZ300171,东富龙,5,13.65
2152,SZ300415,伊之密,5,21.15
2153,SH688303,大全能源,5,25.39
2154,SZ301568,思泰克,5,36.72
2155,SZ300340,科恒股份,5,8.61
2156,SH688531,日联科技,5,67.13
2157,SZ002648,卫星化学,5,19.13
2158,SZ300334,津膜科技,5,5.84
2159,SZ301353,普莱得,5,25.98
2160,SZ301046,能辉科技,5,20.88
2161,SH688138,清溢光电,5,16.7
2162,SH601579,会稽山,5,10.62
2163,SH600238,海南椰岛,5,8.8
2164,SZ000961,中南建设,5,0.89
2165,SH600148,长春一东,5,13.47
2166,SZ000683,远兴能源,5,6.17
2167,SH600916,中国黄金,5,11.15
2168,SZ301258,富士莱,5,29.23
2169,SH605088,冠盛股份,5,24.85
2170,SH600246,万通发展,5,7.76
2171,SZ000852,石化机械,5,6.94
2172,SZ001338,永顺泰,5,10.39
2173,SZ001228,永泰运,5,27.45
2174,SZ002729,好利科技,5,13.51
2175,SZ002958,青农商行,5,2.66
2176,SZ002426,胜利精密,5,1.66
2177,SZ002655,共达电声,5,10.32
2178,SH603717,天域生态,5,6.08
2179,SH601009,南京银行,5,9.09
2180,SZ001226,拓山重工,5,35.1
2181,SH688239,航宇科技,5,30.85
2182,SZ300395,菲利华,5,27.2
2183,SZ002155,湖南黄金,5,15.36
2184,SZ002549,凯美特气,5,6.98
2185,SH603977,国泰集团,5,13.14
2186,SZ002529,海源复材,5,7.41
2187,SZ300897,山科智能,5,30.05
2188,SH603677,奇精机械,5,12.65
2189,SZ300981,中红医疗,5,11.45
2190,SZ002128,电投能源,5,18.59
2191,SZ001387,雪祺电气,5,23.49
2192,SZ300218,安利股份,5,14.15
2193,SZ301395,仁信新材,5,15.0
2194,SZ300152,新动力,5,2.39
2195,SH688529,豪森智能,5,17.8
2196,SH603527,众源新材,5,9.04
2197,SZ002833,弘亚数控,5,21.37
2198,SZ300148,天舟文化,5,2.88
2199,SH600377,宁沪高速,5,11.69
2200,SZ000632,三木集团,5,3.5
2201,SH688047,龙芯中科,5,80.34
2202,SZ000498,山东路桥,5,5.54
2203,SH600893,航发动力,5,31.81
2204,SH603558,健盛集团,5,11.38
2205,SZ301326,捷邦科技,5,32.0
2206,SZ000713,丰乐种业,5,6.62
2207,SH688004,博汇科技,5,18.33
2208,SH600718,东软集团,5,7.94
2209,SZ301158,德石股份,5,14.54
2210,SZ301101,明月镜片,5,26.06
2211,SZ000779,甘咨询,5,8.46
2212,SH600377,宁沪高速,5,11.69
2213,SZ002108,沧州明珠,5,3.68
2214,SZ002030,达安基因,5,7.42
2215,SZ002128,电投能源,5,18.59
2216,SZ002089,新海退,5,0.26
2217,SZ301395,仁信新材,5,15.0
2218,SZ002833,弘亚数控,5,21.37
2219,SZ300148,天舟文化,5,2.88
2220,SZ300218,安利股份,5,14.15
2221,SZ001387,雪祺电气,5,23.49
2222,SH688529,豪森智能,5,17.8
2223,SZ002726,龙大美食,5,7.28
2224,SZ300596,利安隆,5,24.0
2225,SH688223,晶科能源,5,7.49
2226,SZ002396,星网锐捷,5,16.23
2227,SZ002733,雄韬股份,5,13.83
2228,SH603998,方盛制药,5,10.68
2229,SZ002418,康盛股份,5,2.8
2230,SZ300958,建工修复,5,14.47
2231,SZ300567,精测电子,5,58.62
2232,SH600029,南方航空,5,5.48
2233,SZ300261,雅本化学,5,6.28
2234,SH603927,中科软,5,26.84
2235,SH601018,宁波港,5,3.61
2236,SZ002216,三全食品,5,12.05
2237,SH603636,南威软件,5,9.26
2238,SZ002141,贤丰控股,5,1.53
2239,SZ300609,汇纳科技,5,18.22
2240,SH603917,合力科技,5,13.89
2241,SZ002431,棕榈股份,5,2.24
2242,SH603599,广信股份,5,14.63
2243,SH603527,众源新材,5,9.04
2244,SZ300152,新动力,5,2.39
2245,SH688433,华曙高科,5,23.2
2246,SH603356,华菱精工,5,12.56
2247,SZ002277,友阿股份,5,2.68
2248,SH600827,百联股份,5,9.02
2249,SH600841,动力新科,5,4.44
2250,SZ301278,快可电子,5,38.05
2251,SZ000429,粤高速A,5,10.19
2252,SH600848,上海临港,5,9.35
2253,SH600651,飞乐音响,5,3.02
2254,SZ000420,吉林化纤,5,3.5
2255,SH600774,汉商集团,5,7.27
2256,SZ000517,荣安地产,5,2.14
2257,SZ301393,昊帆生物,5,41.63
2258,SH603027,千禾味业,5,16.58
2259,SH603198,迎驾贡酒,5,61.15
2260,SZ301073,君亭酒店,5,30.99
2261,SZ000970,中科三环,5,9.67
2262,SH688122,西部超导,5,37.82
2263,SH600711,盛屯矿业,5,4.8
2264,SH600925,苏能股份,5,5.54
2265,SH600897,厦门空港,5,13.6
2266,SH600735,新华锦,5,5.21
2267,SZ000889,ST中嘉,5,1.64
2268,SH605136,丽人丽妆,5,8.05
2269,SZ000997,新大陆,5,16.6
2270,BJ837006,晟楠科技,5,13.38
2271,SZ002837,英维克,5,29.01
2272,SZ300355,蒙草生态,5,3.17
2273,SZ000028,国药一致,5,30.77
2274,SZ001872,招商港口,5,18.26
2275,SZ002936,郑州银行,5,1.92
2276,SH688552,航天南湖,5,17.86
2277,SZ000519,中兵红箭,5,12.2
2278,SZ300177,中海达,5,4.85
2279,SZ002488,金固股份,5,5.08
2280,SZ300242,佳云科技,5,2.63
2281,SZ300693,盛弘股份,5,28.33
2282,SH688280,精进电动-UW,5,4.65
2283,SH603967,中创物流,5,9.49
2284,SZ002182,宝武镁业,5,19.02
2285,SH600022,山东钢铁,5,1.35
2286,SH603801,志邦家居,5,14.96
2287,SH688202,美迪西,5,37.67
2288,SZ001238,浙江正特,5,20.34
2289,SH601068,中铝国际,5,4.4
2290,SH603955,大千生态,5,12.51
2291,SZ002357,富临运业,5,6.23
2292,SZ300906,日月明,5,20.13
2293,SH688613,奥精医疗,5,14.41
2294,SH600295,鄂尔多斯,4,11.8
2295,SZ002088,鲁阳节能,4,12.48
2296,SZ000886,海南高速,4,4.2
2297,SH600429,三元股份,4,4.19
2298,SZ002067,景兴纸业,4,2.93
2299,SZ000899,赣能股份,4,8.25
2300,SH601799,星宇股份,4,137.28
2301,SH605368,蓝天燃气,4,13.76
2302,SH600193,创兴资源,4,4.09
2303,SH600106,重庆路桥,4,6.06
2304,SH600130,波导股份,4,3.55
2305,SH603129,春风动力,4,136.0
2306,SZ002014,永新股份,4,10.09
2307,SZ301489,思泉新材,4,76.2
2308,SZ300020,银江技术,4,6.58
2309,SZ301336,趣睡科技,4,32.33
2310,SH603088,宁波精达,4,7.51
2311,SZ300112,万讯自控,4,7.97
2312,SZ301251,威尔高,4,27.79
2313,SZ000783,长江证券,4,5.19
2314,SH688560,明冠新材,4,12.85
2315,SZ001379,腾达科技,4,18.13
2316,SZ002823,凯中精密,4,10.19
2317,SZ002826,易明医药,4,8.46
2318,SZ300386,飞天诚信,4,6.9
2319,SH603508,思维列控,4,20.45
2320,SH600638,新黄浦,4,4.22
2321,SZ300301,*ST长方,4,1.32
2322,SH603331,百达精工,4,10.96
2323,SH603324,盛剑环境,4,23.88
2324,SZ002644,佛慈制药,4,7.66
2325,SH688392,骄成超声,4,48.2
2326,SH603186,华正新材,4,23.13
2327,SH603122,合富中国,4,6.35
2328,SZ301186,超达装备,4,33.46
2329,SH688087,英科再生,4,26.15
2330,SZ000966,长源电力,4,4.77
2331,SH688101,三达膜,4,12.35
2332,SZ300037,新宙邦,4,34.21
2333,SH600811,东方集团,4,1.51
2334,SH688025,杰普特,4,45.07
2335,SZ301217,铜冠铜箔,4,10.81
2336,SZ000598,兴蓉环境,4,6.8
2337,SH601929,吉视传媒,4,1.45
2338,SZ000488,晨鸣纸业,4,3.5
2339,SZ300616,尚品宅配,4,13.37
2340,SZ002398,垒知集团,4,4.19
2341,SH603377,东方时尚,4,3.27
2342,SH688629,华丰科技,4,24.4
2343,SZ300706,阿石创,4,18.78
2344,SZ002308,威创股份,4,2.63
2345,SH600018,上港集团,4,5.64
2346,SZ002414,高德红外,4,6.86
2347,SZ300779,惠城环保,4,46.53
2348,SZ002445,中南文化,4,2.08
2349,SH603648,畅联股份,4,8.87
2350,SZ300635,中达安,4,9.12
2351,SZ002384,东山精密,4,13.75
2352,SZ002345,潮宏基,4,7.24
2353,SH603880,ST南卫,4,3.84
2354,SZ300851,交大思诺,4,24.67
2355,SH603711,香飘飘,4,15.96
2356,BJ430510,丰光精密,4,16.68
2357,SZ300201,海伦哲,4,4.44
2358,SZ002630,华西能源,4,2.67
2359,SH688258,卓易信息,4,35.49
2360,SZ300664,鹏鹞环保,4,4.92
2361,SH603676,卫信康,4,8.23
2362,SZ300972,万辰集团,4,27.57
2363,SH688717,艾罗能源,4,72.19
2364,SZ002285,世联行,4,1.78
2365,SH600306,*ST商城,4,3.51
2366,SH605299,舒华体育,4,10.48
2367,SH600350,山东高速,4,8.74
2368,SH600249,两面针,4,4.79
2369,SZ000830,鲁西化工,4,10.31
2370,SH600109,国金证券,4,8.25
2371,SZ000948,南天信息,4,12.91
2372,SZ301078,孩子王,4,6.36
2373,SH600197,伊力特,4,19.67
2374,SZ000975,银泰黄金,4,20.75
2375,SZ300434,金石亚药,4,8.5
2376,SZ002542,中化岩土,4,2.08
2377,SH600039,四川路桥,4,7.56
2378,SZ300510,金冠股份,4,4.79
2379,SH603297,永新光学,4,76.87
2380,SZ000060,中金岭南,4,5.04
2381,SZ002521,齐峰新材,4,12.02
2382,SZ300428,立中集团,4,18.22
2383,SZ300868,杰美特,4,14.33
2384,SH603759,海天股份,4,7.1
2385,SH600647,*ST同达,4,11.25
2386,SZ002773,康弘药业,4,16.8
2387,SH600662,外服控股,4,4.77
2388,SH603068,博通集成,4,20.34
2389,SH603227,雪峰科技,4,7.41
2390,SZ002778,中晟高科,4,11.28
2391,SZ300773,拉卡拉,4,13.01
2392,SZ300797,钢研纳克,4,10.71
2393,SZ300836,佰奥智能,4,22.27
2394,SH688693,锴威特,4,24.59
2395,SZ300602,飞荣达,4,14.71
2396,SH600483,福能股份,4,10.39
2397,SH600477,杭萧钢构,4,2.76
2398,SZ000605,渤海股份,4,5.09
2399,SH600908,无锡银行,4,5.03
2400,SZ300510,金冠股份,4,4.79
2401,SZ000060,中金岭南,4,5.04
2402,SZ002542,中化岩土,4,2.08
2403,SZ300868,杰美特,4,14.33
2404,SZ002773,康弘药业,4,16.8
2405,SH603297,永新光学,4,76.87
2406,SZ300434,金石亚药,4,8.5
2407,SH600662,外服控股,4,4.77
2408,SH603227,雪峰科技,4,7.41
2409,SZ002778,中晟高科,4,11.28
2410,SZ300773,拉卡拉,4,13.01
2411,SH688693,锴威特,4,24.59
2412,SZ300836,佰奥智能,4,22.27
2413,SZ300797,钢研纳克,4,10.71
2414,SZ300602,飞荣达,4,14.71
2415,SH603759,海天股份,4,7.1
2416,SZ001212,中旗新材,4,29.95
2417,SZ002168,惠程科技,4,3.8
2418,SH688687,凯因科技,4,26.07
2419,BJ832469,富恒新材,4,9.22
2420,SH603665,康隆达,4,17.84
2421,SH601866,中远海发,4,2.47
2422,SH600416,湘电股份,4,12.35
2423,SZ002011,盾安环境,4,11.3
2424,SH605196,华通线缆,4,10.56
2425,SH600288,大恒科技,4,8.44
2426,SH600390,五矿资本,4,4.29
2427,SH605208,永茂泰,4,7.61
2428,SZ002042,华孚时尚,4,4.44
2429,SH605289,罗曼股份,4,27.37
2430,SH600271,航天信息,4,8.99
2431,SH605116,奥锐特,4,22.19
2432,SH600302,标准股份,4,4.92
2433,SH601512,中新集团,4,8.01
2434,SZ000820,神雾节能,4,3.35
2435,SH688046,药康生物,4,12.3
2436,SH600603,广汇物流,4,7.16
2437,SH603032,德新科技,4,19.07
2438,SZ301292,海科新源,4,17.05
2439,SH600666,ST瑞德,4,1.57
2440,SZ000503,国新健康,4,8.97
2441,SZ300145,中金环境,4,3.08
2442,SH600697,欧亚集团,4,12.75
2443,SZ000912,泸天化,4,4.26
2444,SZ301075,多瑞医药,4,19.82
2445,SH603007,ST花王,4,6.17
2446,SZ301285,鸿日达,4,22.9
2447,SH688127,蓝特光学,4,20.14
2448,SZ000623,吉林敖东,4,14.13
2449,SZ000908,景峰医药,4,1.95
2450,SH600110,诺德股份,4,4.52
2451,SH600173,卧龙地产,4,4.17
2452,SZ301030,仕净科技,4,50.91
2453,SH688016,心脉医疗,4,168.44
2454,SZ000972,中基健康,4,3.91
2455,SZ002990,盛视科技,4,22.87
2456,SH688568,中科星图,4,52.34
2457,SZ001288,运机集团,4,22.9
2458,SZ300197,节能铁汉,4,1.77
2459,SH688513,苑东生物,4,58.35
2460,SZ301329,信音电子,4,20.16
2461,SH688319,欧林生物,4,8.22
2462,SZ002524,光正眼科,4,4.62
2463,SZ001225,和泰机电,4,33.72
2464,SH601107,四川成渝,4,5.77
2465,SZ300285,国瓷材料,4,17.54
2466,SH688399,硕世生物,4,67.8
2467,SZ300383,光环新网,4,8.92
2468,SZ002458,益生股份,4,10.19
2469,SZ300135,宝利国际,4,2.81
2470,SH603380,易德龙,4,18.99
2471,SZ002563,森马服饰,4,5.99
2472,SZ002626,金达威,4,14.37
2473,SZ301520,万邦医药,4,46.63
2474,SH603232,格尔软件,4,12.34
2475,SZ002247,聚力文化,4,1.57
2476,SH603926,铁流股份,4,9.62
2477,SH603678,火炬电子,4,20.57
2478,SZ002541,鸿路钢构,4,17.99
2479,SZ300663,科蓝软件,4,10.38
2480,SZ300603,立昂技术,4,8.45
2481,SZ300707,威唐工业,4,12.4
2482,SH603877,太平鸟,4,17.54
2483,SZ002293,罗莱生活,4,9.88
2484,SH688651,盛邦安全,4,28.08
2485,SH603256,宏和科技,4,6.87
2486,SZ300481,濮阳惠成,4,13.68
2487,SH603367,辰欣药业,4,15.19
2488,SZ002455,百川股份,4,7.02
2489,SZ301503,智迪科技,4,26.87
2490,SH688312,燕麦科技,4,14.97
2491,SZ301517,陕西华达,4,46.7
2492,SZ200488,晨鸣B,4,1.4
2493,SH603976,正川股份,4,14.71
2494,SH600007,中国国贸,4,22.93
2495,SH688653,康希通信,4,12.13
2496,SZ002183,怡亚通,4,3.62
2497,SZ002787,华源控股,4,7.5
2498,SZ002170,芭田股份,4,6.0
2499,SH601177,杭齿前进,4,8.13
2500,SH603299,苏盐井神,4,8.78
2501,SH688261,东微半导,4,53.08
2502,SZ001223,欧克科技,4,39.5
2503,SH601020,华钰矿业,4,9.69
2504,SZ002237,恒邦股份,4,12.76
2505,SZ002772,众兴菌业,4,7.13
2506,SZ002295,精艺股份,4,8.84
2507,SH688682,霍莱沃,4,28.63
2508,SH688697,纽威数控,4,19.0
2509,SH603033,三维股份,4,14.52
2510,SZ002029,七匹狼,4,5.67
2511,SZ002009,天奇股份,4,14.13
2512,SZ002003,伟星股份,4,11.09
2513,SZ301150,中一科技,4,31.95
2514,SH600810,神马股份,4,7.73
2515,SZ301092,争光股份,4,27.71
2516,SH600959,江苏有线,4,3.0
2517,SH603309,维力医疗,4,10.67
2518,SZ301356,天振股份,4,16.8
2519,SH600689,上海三毛,4,8.81
2520,SH688338,赛科希德,4,22.91
2521,SZ300304,云意电气,4,6.49
2522,SZ300400,劲拓股份,4,11.28
2523,SH688356,键凯科技,4,84.72
2524,SZ300068,南都电源,4,11.18
2525,SZ002093,国脉科技,4,6.58
2526,SH600452,涪陵电力,4,12.61
2527,SH600297,广汇汽车,4,1.51
2528,SZ002024,ST易购,4,1.62
2529,SH605298,必得科技,4,13.1
2530,SZ002099,海翔药业,4,5.61
2531,SH600354,敦煌种业,4,5.57
2532,SH600388,龙净环保,4,13.62
2533,SH600206,有研新材,4,10.97
2534,SZ301168,通灵股份,4,36.68
2535,SZ000692,*ST惠天,4,2.38
2536,SH603126,中材节能,4,6.14
2537,SZ000915,华特达因,4,35.8
2538,SH601518,吉林高速,4,2.5
2539,SH600993,马应龙,4,24.87
2540,SH600780,通宝能源,4,7.39
2541,SH688018,乐鑫科技,4,93.02
2542,SZ301291,明阳电气,4,36.79
2543,SH600764,中国海防,4,20.5
2544,SZ301215,中汽股份,4,5.17
2545,SH600789,鲁抗医药,4,5.99
2546,SZ301229,纽泰格,4,29.58
2547,SZ300025,华星创业,4,9.03
2548,SH688052,纳芯微,4,87.07
2549,SZ300019,硅宝科技,4,15.49
2550,SZ300083,创世纪,4,6.37
2551,SH688088,虹软科技,4,29.1
2552,SH600873,梅花生物,4,10.19
2553,SH688512,慧智微-U,4,10.1
2554,SZ301302,华如科技,4,17.99
2555,SH688521,芯原股份,4,30.89
2556,SZ002853,皮阿诺,4,9.27
2557,SZ300454,深信服,4,57.62
2558,SZ300589,江龙船艇,4,11.0
2559,SZ300240,飞力达,4,5.51
2560,SH603515,欧普照明,4,15.53
2561,SZ300490,华自科技,4,10.0
2562,SZ000009,中国宝安,4,10.49
2563,SH600033,福建高速,4,3.44
2564,SH688331,荣昌生物,4,55.02
2565,SZ002479,富春环保,4,4.43
2566,SH600099,林海股份,4,8.1
2567,SZ300898,熊猫乳品,4,19.96
2568,SZ002571,德力股份,4,4.75
2569,SZ002427,尤夫股份,4,3.7
2570,SZ002290,禾盛新材,4,14.99
2571,SH601089,福元医药,4,14.81
2572,SZ002332,仙琚制药,4,10.22
2573,SH688265,南模生物,4,26.47
2574,SZ300393,中来股份,4,8.18
2575,SZ300826,测绘股份,4,12.38
2576,SH603699,纽威股份,4,17.95
2577,SZ300521,爱司凯,4,11.29
2578,SH601126,四方股份,4,15.93
2579,SH603268,松发股份,4,16.87
2580,SZ002582,好想你,4,6.22
2581,SZ300919,中伟股份,4,54.48
2582,SZ002993,奥海科技,4,30.07
2583,SH601333,广深铁路,4,3.23
2584,SZ300739,明阳电路,4,12.76
2585,SZ300959,线上线下,4,26.42
2586,SH688286,敏芯股份,4,35.46
2587,SZ300504,天邑股份,4,13.56
